@RELATION 'Shuttle, without duplicates, v08'

@ATTRIBUTE 'att1' real
@ATTRIBUTE 'att2' real
@ATTRIBUTE 'att3' real
@ATTRIBUTE 'att4' real
@ATTRIBUTE 'att5' real
@ATTRIBUTE 'att6' real
@ATTRIBUTE 'att7' real
@ATTRIBUTE 'att8' real
@ATTRIBUTE 'att9' real
@ATTRIBUTE 'id' real
@ATTRIBUTE 'outlier' {'yes','no'}

@DATA
51.0,23.0,77.0,0.0,28.0,0.0,26.0,48.0,22.0,1362.0,'yes'
42.0,23.0,77.0,0.0,28.0,0.0,34.0,48.0,14.0,1808.0,'yes'
50.0,23.0,77.0,0.0,-22.0,0.0,27.0,101.0,74.0,2798.0,'yes'
42.0,22.0,77.0,0.0,28.0,0.0,35.0,48.0,14.0,4765.0,'yes'
49.0,31.0,77.0,0.0,-22.0,0.0,28.0,101.0,72.0,4801.0,'yes'
48.0,45.0,77.0,0.0,-22.0,0.0,29.0,101.0,72.0,5744.0,'yes'
50.0,22.0,77.0,0.0,28.0,0.0,26.0,48.0,22.0,7082.0,'yes'
42.0,23.0,77.0,0.0,28.0,0.0,35.0,48.0,14.0,7530.0,'yes'
57.0,92.0,80.0,0.0,34.0,0.0,23.0,46.0,24.0,8186.0,'yes'
44.0,27.0,77.0,0.0,28.0,0.0,33.0,48.0,16.0,9932.0,'yes'
49.0,22.0,79.0,0.0,42.0,0.0,30.0,37.0,8.0,10532.0,'yes'
64.0,78.0,82.0,0.0,-42.0,-6.0,18.0,126.0,108.0,10946.0,'yes'
47.0,22.0,79.0,0.0,42.0,0.0,31.0,37.0,6.0,14178.0,'yes'
37.0,0.0,82.0,4.0,34.0,0.0,45.0,48.0,2.0,4974.0,'no'
82.0,3.0,86.0,0.0,-22.0,0.0,4.0,109.0,106.0,5677.0,'no'
37.0,0.0,77.0,0.0,34.0,-22.0,40.0,43.0,2.0,14243.0,'no'
41.0,0.0,78.0,-1.0,38.0,-31.0,37.0,39.0,2.0,10002.0,'no'
37.0,0.0,77.0,-2.0,-12.0,-29.0,40.0,90.0,50.0,1639.0,'no'
51.0,-1.0,78.0,0.0,52.0,5.0,27.0,26.0,0.0,5784.0,'no'
53.0,0.0,80.0,0.0,52.0,-2.0,27.0,28.0,2.0,14310.0,'no'
41.0,0.0,86.0,1.0,42.0,10.0,45.0,45.0,0.0,11629.0,'no'
56.0,0.0,81.0,0.0,54.0,-18.0,25.0,26.0,2.0,11160.0,'no'
53.0,0.0,82.0,0.0,52.0,-3.0,29.0,30.0,2.0,9647.0,'no'
66.0,1.0,112.0,-4.0,68.0,6.0,46.0,45.0,0.0,9742.0,'no'
37.0,0.0,97.0,0.0,28.0,-13.0,60.0,69.0,8.0,4316.0,'no'
56.0,0.0,97.0,0.0,56.0,7.0,40.0,40.0,0.0,13812.0,'no'
41.0,3.0,80.0,0.0,42.0,4.0,39.0,39.0,0.0,13047.0,'no'
59.0,0.0,86.0,0.0,56.0,-8.0,28.0,30.0,2.0,3967.0,'no'
44.0,3.0,77.0,0.0,44.0,1.0,33.0,34.0,0.0,10236.0,'no'
53.0,0.0,86.0,0.0,52.0,-28.0,33.0,35.0,2.0,8798.0,'no'
43.0,0.0,81.0,8.0,44.0,30.0,38.0,37.0,0.0,3680.0,'no'
41.0,3.0,107.0,0.0,38.0,0.0,66.0,68.0,2.0,737.0,'no'
55.0,0.0,96.0,0.0,44.0,-14.0,41.0,52.0,12.0,4994.0,'no'
52.0,4.0,85.0,0.0,52.0,0.0,33.0,33.0,0.0,13428.0,'no'
37.0,0.0,83.0,0.0,34.0,15.0,46.0,49.0,4.0,1588.0,'no'
41.0,0.0,79.0,0.0,42.0,4.0,38.0,38.0,0.0,6889.0,'no'
48.0,0.0,86.0,-4.0,46.0,0.0,39.0,40.0,2.0,56.0,'no'
37.0,0.0,77.0,0.0,20.0,1.0,40.0,57.0,16.0,12136.0,'no'
37.0,0.0,100.0,-1.0,30.0,-1.0,64.0,69.0,6.0,6070.0,'no'
41.0,0.0,87.0,2.0,38.0,-1.0,46.0,48.0,2.0,2731.0,'no'
55.0,-2.0,86.0,0.0,54.0,-13.0,31.0,32.0,2.0,1213.0,'no'
49.0,0.0,106.0,-5.0,46.0,-10.0,58.0,60.0,2.0,11882.0,'no'
40.0,-4.0,77.0,0.0,38.0,0.0,37.0,38.0,2.0,13030.0,'no'
46.0,1.0,83.0,0.0,46.0,11.0,37.0,37.0,0.0,5876.0,'no'
56.0,0.0,83.0,0.0,54.0,-29.0,27.0,29.0,2.0,6068.0,'no'
43.0,0.0,85.0,0.0,44.0,28.0,42.0,41.0,0.0,9730.0,'no'
37.0,0.0,79.0,6.0,2.0,6.0,42.0,76.0,34.0,4088.0,'no'
59.0,0.0,108.0,0.0,56.0,-8.0,49.0,51.0,2.0,7229.0,'no'
53.0,0.0,87.0,4.0,54.0,12.0,34.0,33.0,0.0,10974.0,'no'
45.0,0.0,88.0,-1.0,46.0,-7.0,42.0,41.0,0.0,8091.0,'no'
37.0,-4.0,75.0,-1.0,20.0,0.0,38.0,54.0,16.0,4617.0,'no'
51.0,0.0,83.0,0.0,52.0,21.0,31.0,31.0,0.0,10233.0,'no'
56.0,0.0,86.0,0.0,54.0,-30.0,29.0,32.0,2.0,8380.0,'no'
38.0,0.0,77.0,-6.0,38.0,0.0,39.0,38.0,0.0,13877.0,'no'
55.0,0.0,77.0,0.0,10.0,0.0,22.0,67.0,46.0,10526.0,'no'
37.0,0.0,106.0,-9.0,26.0,0.0,69.0,80.0,12.0,9517.0,'no'
37.0,0.0,76.0,0.0,36.0,22.0,39.0,40.0,2.0,3929.0,'no'
41.0,0.0,86.0,-1.0,42.0,15.0,45.0,44.0,0.0,4087.0,'no'
55.0,0.0,77.0,0.0,-20.0,18.0,21.0,97.0,76.0,11829.0,'no'
37.0,5.0,77.0,5.0,36.0,0.0,40.0,41.0,0.0,7593.0,'no'
41.0,0.0,88.0,4.0,42.0,26.0,47.0,46.0,0.0,12452.0,'no'
41.0,0.0,85.0,-1.0,38.0,0.0,44.0,46.0,2.0,14335.0,'no'
68.0,0.0,111.0,0.0,68.0,0.0,43.0,44.0,0.0,7420.0,'no'
45.0,-1.0,88.0,8.0,44.0,15.0,43.0,44.0,2.0,11369.0,'no'
55.0,0.0,96.0,0.0,42.0,3.0,41.0,55.0,14.0,13696.0,'no'
37.0,0.0,79.0,0.0,34.0,-3.0,41.0,45.0,4.0,5511.0,'no'
55.0,0.0,77.0,-5.0,10.0,12.0,22.0,67.0,46.0,11357.0,'no'
41.0,1.0,81.0,0.0,38.0,-6.0,40.0,42.0,2.0,4856.0,'no'
56.0,3.0,95.0,0.0,46.0,0.0,40.0,49.0,10.0,7680.0,'no'
55.0,0.0,96.0,1.0,46.0,0.0,41.0,50.0,8.0,3789.0,'no'
84.0,0.0,88.0,0.0,6.0,0.0,4.0,83.0,80.0,10280.0,'no'
105.0,0.0,106.0,-2.0,70.0,-1.0,1.0,36.0,36.0,13764.0,'no'
53.0,-1.0,80.0,0.0,52.0,-19.0,27.0,28.0,2.0,10165.0,'no'
37.0,0.0,103.0,-1.0,24.0,-2.0,66.0,80.0,14.0,13670.0,'no'
55.0,-5.0,80.0,0.0,56.0,22.0,25.0,23.0,0.0,11444.0,'no'
53.0,0.0,88.0,8.0,54.0,0.0,35.0,34.0,0.0,9599.0,'no'
37.0,0.0,79.0,0.0,16.0,18.0,42.0,63.0,22.0,6745.0,'no'
37.0,0.0,83.0,0.0,36.0,-5.0,45.0,46.0,2.0,10217.0,'no'
37.0,0.0,95.0,0.0,28.0,1.0,58.0,67.0,8.0,6809.0,'no'
45.0,4.0,83.0,0.0,44.0,0.0,39.0,39.0,0.0,12347.0,'no'
47.0,0.0,83.0,5.0,46.0,0.0,36.0,37.0,0.0,6543.0,'no'
55.0,0.0,78.0,0.0,16.0,-1.0,23.0,63.0,40.0,13328.0,'no'
37.0,0.0,77.0,0.0,6.0,-4.0,40.0,72.0,32.0,1744.0,'no'
53.0,0.0,83.0,5.0,54.0,3.0,30.0,29.0,0.0,13722.0,'no'
39.0,1.0,83.0,-1.0,38.0,0.0,44.0,44.0,0.0,8249.0,'no'
47.0,0.0,88.0,8.0,46.0,0.0,41.0,42.0,0.0,1458.0,'no'
43.0,0.0,82.0,-2.0,42.0,0.0,39.0,41.0,2.0,5131.0,'no'
52.0,0.0,83.0,0.0,54.0,31.0,30.0,28.0,0.0,8069.0,'no'
66.0,-3.0,109.0,0.0,64.0,-17.0,43.0,45.0,2.0,10016.0,'no'
37.0,0.0,79.0,0.0,34.0,-18.0,43.0,46.0,2.0,14116.0,'no'
45.0,0.0,88.0,0.0,46.0,16.0,42.0,41.0,0.0,4868.0,'no'
40.0,1.0,81.0,-3.0,38.0,0.0,41.0,42.0,2.0,3041.0,'no'
53.0,1.0,84.0,0.0,52.0,-10.0,31.0,32.0,2.0,1048.0,'no'
37.0,2.0,80.0,0.0,36.0,0.0,43.0,44.0,0.0,7015.0,'no'
49.0,0.0,90.0,0.0,46.0,-13.0,42.0,44.0,2.0,209.0,'no'
37.0,0.0,79.0,0.0,28.0,19.0,42.0,50.0,8.0,470.0,'no'
38.0,1.0,106.0,0.0,36.0,-19.0,68.0,70.0,2.0,9132.0,'no'
39.0,-3.0,81.0,0.0,38.0,0.0,43.0,43.0,0.0,3835.0,'no'
64.0,0.0,113.0,1.0,64.0,31.0,49.0,48.0,0.0,10391.0,'no'
37.0,0.0,77.0,8.0,28.0,21.0,41.0,49.0,8.0,5122.0,'no'
37.0,0.0,80.0,1.0,20.0,0.0,43.0,59.0,16.0,8539.0,'no'
39.0,-2.0,86.0,0.0,38.0,0.0,48.0,48.0,0.0,10885.0,'no'
56.0,0.0,77.0,0.0,24.0,2.0,22.0,54.0,32.0,8442.0,'no'
47.0,4.0,83.0,0.0,46.0,0.0,36.0,36.0,0.0,6258.0,'no'
37.0,0.0,78.0,-2.0,12.0,14.0,42.0,65.0,24.0,3109.0,'no'
44.0,0.0,76.0,-6.0,44.0,0.0,31.0,32.0,0.0,2835.0,'no'
37.0,0.0,105.0,0.0,36.0,4.0,68.0,69.0,2.0,4619.0,'no'
38.0,0.0,76.0,0.0,38.0,9.0,38.0,37.0,0.0,12856.0,'no'
45.0,0.0,85.0,0.0,44.0,-24.0,40.0,41.0,2.0,10910.0,'no'
41.0,1.0,76.0,0.0,38.0,-30.0,35.0,37.0,2.0,3028.0,'no'
38.0,-2.0,81.0,0.0,38.0,0.0,43.0,42.0,0.0,4230.0,'no'
42.0,0.0,78.0,-2.0,42.0,0.0,36.0,37.0,0.0,3237.0,'no'
56.0,0.0,86.0,0.0,54.0,-26.0,30.0,32.0,2.0,6641.0,'no'
37.0,0.0,75.0,0.0,28.0,13.0,38.0,46.0,8.0,14252.0,'no'
49.0,0.0,87.0,2.0,50.0,11.0,38.0,38.0,0.0,9702.0,'no'
50.0,0.0,82.0,7.0,50.0,0.0,32.0,33.0,2.0,4875.0,'no'
55.0,0.0,94.0,1.0,18.0,0.0,39.0,76.0,38.0,3069.0,'no'
43.0,0.0,79.0,0.0,44.0,12.0,35.0,35.0,0.0,10160.0,'no'
45.0,0.0,107.0,1.0,44.0,0.0,62.0,63.0,2.0,4753.0,'no'
