@RELATION 'Shuttle, without duplicates, v05'

@ATTRIBUTE 'att1' real
@ATTRIBUTE 'att2' real
@ATTRIBUTE 'att3' real
@ATTRIBUTE 'att4' real
@ATTRIBUTE 'att5' real
@ATTRIBUTE 'att6' real
@ATTRIBUTE 'att7' real
@ATTRIBUTE 'att8' real
@ATTRIBUTE 'att9' real
@ATTRIBUTE 'id' real
@ATTRIBUTE 'outlier' {'yes','no'}

@DATA
51.0,23.0,77.0,0.0,28.0,0.0,26.0,48.0,22.0,1362.0,'yes'
42.0,23.0,77.0,0.0,28.0,0.0,34.0,48.0,14.0,1808.0,'yes'
50.0,23.0,77.0,0.0,-22.0,0.0,27.0,101.0,74.0,2798.0,'yes'
42.0,22.0,77.0,0.0,28.0,0.0,35.0,48.0,14.0,4765.0,'yes'
49.0,31.0,77.0,0.0,-22.0,0.0,28.0,101.0,72.0,4801.0,'yes'
48.0,45.0,77.0,0.0,-22.0,0.0,29.0,101.0,72.0,5744.0,'yes'
50.0,22.0,77.0,0.0,28.0,0.0,26.0,48.0,22.0,7082.0,'yes'
42.0,23.0,77.0,0.0,28.0,0.0,35.0,48.0,14.0,7530.0,'yes'
57.0,92.0,80.0,0.0,34.0,0.0,23.0,46.0,24.0,8186.0,'yes'
44.0,27.0,77.0,0.0,28.0,0.0,33.0,48.0,16.0,9932.0,'yes'
49.0,22.0,79.0,0.0,42.0,0.0,30.0,37.0,8.0,10532.0,'yes'
64.0,78.0,82.0,0.0,-42.0,-6.0,18.0,126.0,108.0,10946.0,'yes'
47.0,22.0,79.0,0.0,42.0,0.0,31.0,37.0,6.0,14178.0,'yes'
45.0,0.0,82.0,0.0,46.0,26.0,37.0,35.0,0.0,10155.0,'no'
46.0,5.0,83.0,0.0,46.0,8.0,37.0,36.0,0.0,13924.0,'no'
37.0,0.0,102.0,0.0,36.0,0.0,64.0,66.0,2.0,87.0,'no'
56.0,0.0,95.0,0.0,56.0,8.0,39.0,39.0,0.0,3733.0,'no'
44.0,0.0,82.0,0.0,42.0,-24.0,38.0,41.0,2.0,4928.0,'no'
104.0,4.0,105.0,8.0,70.0,0.0,1.0,35.0,34.0,3377.0,'no'
55.0,0.0,77.0,-3.0,-4.0,31.0,21.0,82.0,60.0,2784.0,'no'
44.0,0.0,82.0,0.0,42.0,-26.0,38.0,41.0,2.0,2535.0,'no'
41.0,0.0,89.0,2.0,42.0,23.0,48.0,48.0,0.0,12640.0,'no'
37.0,0.0,77.0,0.0,20.0,1.0,40.0,57.0,16.0,12136.0,'no'
39.0,0.0,79.0,-3.0,38.0,0.0,40.0,41.0,0.0,14044.0,'no'
39.0,-1.0,88.0,0.0,38.0,0.0,49.0,50.0,0.0,6356.0,'no'
103.0,0.0,104.0,-7.0,70.0,0.0,1.0,34.0,34.0,11688.0,'no'
56.0,4.0,95.0,0.0,54.0,24.0,39.0,41.0,2.0,10722.0,'no'
55.0,0.0,93.0,0.0,46.0,-14.0,37.0,46.0,8.0,669.0,'no'
56.0,-1.0,97.0,0.0,46.0,-5.0,41.0,50.0,10.0,10238.0,'no'
38.0,0.0,105.0,-5.0,38.0,0.0,67.0,66.0,0.0,6333.0,'no'
49.0,-3.0,80.0,0.0,50.0,2.0,31.0,31.0,0.0,9943.0,'no'
56.0,0.0,96.0,0.0,50.0,-2.0,40.0,47.0,6.0,2637.0,'no'
81.0,1.0,84.0,0.0,-20.0,0.0,4.0,105.0,102.0,11794.0,'no'
37.0,0.0,76.0,0.0,24.0,25.0,39.0,52.0,14.0,553.0,'no'
47.0,3.0,80.0,0.0,46.0,0.0,33.0,34.0,0.0,3370.0,'no'
51.0,0.0,79.0,0.0,52.0,5.0,27.0,27.0,0.0,4927.0,'no'
81.0,-4.0,86.0,-4.0,-40.0,0.0,4.0,127.0,122.0,4762.0,'no'
46.0,0.0,90.0,0.0,46.0,-1.0,43.0,43.0,0.0,8387.0,'no'
45.0,1.0,90.0,0.0,44.0,0.0,45.0,46.0,2.0,12653.0,'no'
55.0,0.0,79.0,0.0,12.0,-3.0,23.0,66.0,42.0,933.0,'no'
46.0,1.0,84.0,-2.0,46.0,-4.0,38.0,37.0,0.0,10906.0,'no'
85.0,3.0,88.0,-2.0,-2.0,0.0,3.0,90.0,88.0,6562.0,'no'
37.0,0.0,79.0,0.0,16.0,6.0,42.0,64.0,22.0,4379.0,'no'
43.0,0.0,81.0,3.0,42.0,-7.0,37.0,39.0,2.0,1152.0,'no'
41.0,-4.0,86.0,-1.0,38.0,-13.0,45.0,47.0,2.0,7828.0,'no'
37.0,0.0,97.0,0.0,28.0,13.0,60.0,69.0,8.0,9735.0,'no'
56.0,-1.0,95.0,-1.0,44.0,27.0,40.0,51.0,12.0,9403.0,'no'
49.0,0.0,77.0,0.0,46.0,-25.0,28.0,30.0,2.0,4516.0,'no'
47.0,4.0,77.0,0.0,46.0,0.0,30.0,31.0,0.0,2447.0,'no'
42.0,-5.0,85.0,0.0,42.0,0.0,43.0,44.0,2.0,12351.0,'no'
45.0,0.0,86.0,0.0,44.0,-22.0,40.0,42.0,2.0,7862.0,'no'
45.0,0.0,79.0,-2.0,44.0,-11.0,33.0,35.0,2.0,8377.0,'no'
57.0,0.0,87.0,5.0,56.0,0.0,30.0,30.0,0.0,2572.0,'no'
43.0,-1.0,79.0,1.0,42.0,0.0,36.0,37.0,2.0,6920.0,'no'
78.0,0.0,83.0,5.0,-46.0,0.0,4.0,129.0,124.0,11484.0,'no'
37.0,0.0,78.0,5.0,36.0,13.0,41.0,42.0,0.0,8759.0,'no'
56.0,0.0,96.0,-5.0,54.0,31.0,40.0,42.0,2.0,10315.0,'no'
42.0,5.0,76.0,0.0,42.0,1.0,34.0,34.0,0.0,8691.0,'no'
43.0,0.0,81.0,-5.0,42.0,0.0,37.0,39.0,2.0,3878.0,'no'
49.0,2.0,95.0,0.0,50.0,23.0,47.0,46.0,0.0,7882.0,'no'
43.0,2.0,102.0,0.0,42.0,0.0,60.0,61.0,2.0,8369.0,'no'
41.0,-2.0,79.0,0.0,38.0,-9.0,38.0,40.0,2.0,852.0,'no'
43.0,-2.0,83.0,0.0,42.0,-13.0,40.0,42.0,2.0,9565.0,'no'
55.0,0.0,98.0,1.0,50.0,0.0,42.0,49.0,6.0,6242.0,'no'
41.0,0.0,77.0,8.0,38.0,0.0,36.0,38.0,2.0,4474.0,'no'
38.0,2.0,76.0,0.0,36.0,-28.0,38.0,40.0,2.0,10882.0,'no'
56.0,1.0,96.0,0.0,54.0,4.0,40.0,42.0,2.0,764.0,'no'
38.0,4.0,86.0,0.0,38.0,0.0,48.0,48.0,0.0,11466.0,'no'
55.0,0.0,95.0,0.0,36.0,25.0,40.0,59.0,20.0,8568.0,'no'
37.0,0.0,104.0,0.0,16.0,-22.0,67.0,88.0,22.0,9763.0,'no'
41.0,0.0,79.0,-2.0,42.0,3.0,38.0,37.0,0.0,13220.0,'no'
37.0,0.0,107.0,0.0,28.0,-16.0,70.0,78.0,8.0,2437.0,'no'
37.0,0.0,83.0,0.0,28.0,-8.0,46.0,54.0,8.0,12431.0,'no'
52.0,-3.0,86.0,0.0,52.0,-1.0,33.0,34.0,0.0,14216.0,'no'
37.0,0.0,107.0,0.0,28.0,26.0,69.0,78.0,8.0,13559.0,'no'
45.0,-1.0,81.0,0.0,46.0,16.0,36.0,35.0,0.0,3678.0,'no'
45.0,-2.0,81.0,0.0,46.0,12.0,36.0,35.0,0.0,12887.0,'no'
55.0,0.0,87.0,0.0,54.0,0.0,32.0,33.0,2.0,2950.0,'no'
49.0,4.0,86.0,0.0,50.0,8.0,37.0,37.0,0.0,5550.0,'no'
55.0,0.0,77.0,0.0,-2.0,-20.0,21.0,79.0,58.0,3605.0,'no'
37.0,0.0,77.0,0.0,2.0,-21.0,40.0,74.0,34.0,2501.0,'no'
43.0,-4.0,86.0,0.0,42.0,0.0,43.0,44.0,2.0,12567.0,'no'
46.0,3.0,77.0,0.0,46.0,17.0,32.0,31.0,0.0,13417.0,'no'
37.0,0.0,76.0,0.0,34.0,-26.0,40.0,43.0,2.0,13105.0,'no'
53.0,0.0,81.0,3.0,52.0,-6.0,28.0,30.0,2.0,3169.0,'no'
41.0,318.0,78.0,0.0,38.0,0.0,37.0,39.0,2.0,5989.0,'no'
44.0,5.0,77.0,0.0,44.0,3.0,33.0,33.0,0.0,5402.0,'no'
44.0,0.0,83.0,0.0,44.0,3.0,39.0,39.0,0.0,425.0,'no'
56.0,3.0,98.0,0.0,42.0,0.0,42.0,57.0,14.0,3883.0,'no'
45.0,0.0,109.0,0.0,44.0,-8.0,64.0,66.0,2.0,10645.0,'no'
41.0,0.0,83.0,2.0,38.0,-6.0,42.0,44.0,2.0,13288.0,'no'
37.0,-3.0,75.0,0.0,26.0,-2.0,38.0,49.0,10.0,3305.0,'no'
37.0,-32.0,106.0,0.0,34.0,-1.0,69.0,72.0,4.0,14150.0,'no'
37.0,0.0,80.0,0.0,36.0,-23.0,43.0,44.0,2.0,10259.0,'no'
47.0,0.0,95.0,-6.0,46.0,0.0,48.0,48.0,0.0,8125.0,'no'
46.0,0.0,86.0,0.0,46.0,3.0,40.0,39.0,0.0,2400.0,'no'
45.0,0.0,106.0,-1.0,44.0,0.0,61.0,62.0,2.0,2207.0,'no'
102.0,-1.0,103.0,0.0,72.0,23.0,1.0,31.0,30.0,12252.0,'no'
56.0,0.0,97.0,-1.0,46.0,0.0,41.0,50.0,10.0,13412.0,'no'
48.0,2.0,77.0,-6.0,46.0,0.0,29.0,30.0,2.0,12118.0,'no'
53.0,0.0,81.0,0.0,54.0,6.0,27.0,26.0,0.0,10103.0,'no'
46.0,0.0,88.0,1.0,46.0,3.0,41.0,41.0,0.0,8724.0,'no'
45.0,0.0,76.0,4.0,44.0,-1.0,31.0,32.0,2.0,14463.0,'no'
49.0,3.0,84.0,0.0,46.0,-14.0,35.0,37.0,2.0,3091.0,'no'
37.0,1.0,81.0,-8.0,34.0,0.0,44.0,48.0,4.0,604.0,'no'
43.0,0.0,79.0,5.0,42.0,0.0,35.0,37.0,2.0,481.0,'no'
53.0,0.0,88.0,1.0,52.0,-9.0,35.0,36.0,2.0,5193.0,'no'
55.0,2.0,93.0,0.0,54.0,0.0,37.0,39.0,2.0,9355.0,'no'
56.0,0.0,97.0,0.0,52.0,-3.0,41.0,45.0,4.0,5104.0,'no'
44.0,5.0,79.0,0.0,42.0,-17.0,35.0,37.0,2.0,6980.0,'no'
47.0,1.0,85.0,0.0,46.0,0.0,38.0,39.0,0.0,10500.0,'no'
44.0,0.0,81.0,-7.0,44.0,0.0,37.0,37.0,0.0,12888.0,'no'
56.0,0.0,76.0,0.0,-12.0,4.0,20.0,89.0,68.0,9673.0,'no'
56.0,1.0,96.0,0.0,42.0,29.0,40.0,55.0,14.0,2236.0,'no'
45.0,-1.0,81.0,0.0,44.0,-15.0,36.0,37.0,2.0,539.0,'no'
51.0,-1.0,109.0,0.0,52.0,0.0,58.0,57.0,0.0,3017.0,'no'
41.0,0.0,81.0,0.0,42.0,29.0,41.0,40.0,0.0,8082.0,'no'
46.0,-2.0,83.0,0.0,44.0,-27.0,37.0,39.0,2.0,13745.0,'no'
46.0,0.0,80.0,-2.0,46.0,0.0,34.0,34.0,0.0,3355.0,'no'
