@RELATION 'Shuttle, without duplicates, v03'

@ATTRIBUTE 'att1' real
@ATTRIBUTE 'att2' real
@ATTRIBUTE 'att3' real
@ATTRIBUTE 'att4' real
@ATTRIBUTE 'att5' real
@ATTRIBUTE 'att6' real
@ATTRIBUTE 'att7' real
@ATTRIBUTE 'att8' real
@ATTRIBUTE 'att9' real
@ATTRIBUTE 'id' real
@ATTRIBUTE 'outlier' {'yes','no'}

@DATA
51.0,23.0,77.0,0.0,28.0,0.0,26.0,48.0,22.0,1362.0,'yes'
42.0,23.0,77.0,0.0,28.0,0.0,34.0,48.0,14.0,1808.0,'yes'
50.0,23.0,77.0,0.0,-22.0,0.0,27.0,101.0,74.0,2798.0,'yes'
42.0,22.0,77.0,0.0,28.0,0.0,35.0,48.0,14.0,4765.0,'yes'
49.0,31.0,77.0,0.0,-22.0,0.0,28.0,101.0,72.0,4801.0,'yes'
48.0,45.0,77.0,0.0,-22.0,0.0,29.0,101.0,72.0,5744.0,'yes'
50.0,22.0,77.0,0.0,28.0,0.0,26.0,48.0,22.0,7082.0,'yes'
42.0,23.0,77.0,0.0,28.0,0.0,35.0,48.0,14.0,7530.0,'yes'
57.0,92.0,80.0,0.0,34.0,0.0,23.0,46.0,24.0,8186.0,'yes'
44.0,27.0,77.0,0.0,28.0,0.0,33.0,48.0,16.0,9932.0,'yes'
49.0,22.0,79.0,0.0,42.0,0.0,30.0,37.0,8.0,10532.0,'yes'
64.0,78.0,82.0,0.0,-42.0,-6.0,18.0,126.0,108.0,10946.0,'yes'
47.0,22.0,79.0,0.0,42.0,0.0,31.0,37.0,6.0,14178.0,'yes'
49.0,1.0,78.0,0.0,46.0,-6.0,29.0,32.0,2.0,7468.0,'no'
53.0,3.0,86.0,-1.0,52.0,-12.0,33.0,34.0,2.0,555.0,'no'
56.0,4.0,77.0,0.0,16.0,-3.0,22.0,62.0,40.0,13302.0,'no'
50.0,-1.0,107.0,0.0,50.0,0.0,56.0,58.0,2.0,7721.0,'no'
55.0,-1.0,98.0,0.0,50.0,-21.0,42.0,49.0,6.0,11637.0,'no'
43.0,0.0,84.0,0.0,44.0,26.0,41.0,40.0,0.0,5361.0,'no'
37.0,0.0,97.0,0.0,28.0,-14.0,60.0,69.0,8.0,10125.0,'no'
41.0,0.0,106.0,0.0,42.0,16.0,64.0,64.0,0.0,8706.0,'no'
41.0,0.0,81.0,0.0,38.0,-24.0,40.0,43.0,2.0,7579.0,'no'
37.0,0.0,77.0,0.0,26.0,-7.0,40.0,51.0,10.0,10871.0,'no'
51.0,5.0,81.0,0.0,50.0,-12.0,29.0,32.0,2.0,13137.0,'no'
51.0,4.0,83.0,0.0,52.0,7.0,31.0,31.0,0.0,2695.0,'no'
55.0,0.0,92.0,0.0,30.0,-6.0,37.0,61.0,24.0,5640.0,'no'
61.0,-1.0,111.0,0.0,60.0,-19.0,50.0,52.0,2.0,12733.0,'no'
37.0,0.0,86.0,-3.0,36.0,0.0,49.0,50.0,0.0,4488.0,'no'
46.0,1.0,86.0,3.0,46.0,0.0,40.0,39.0,0.0,365.0,'no'
37.0,0.0,77.0,0.0,10.0,4.0,40.0,66.0,26.0,9502.0,'no'
106.0,-1.0,108.0,0.0,72.0,3.0,1.0,35.0,34.0,611.0,'no'
47.0,-5.0,90.0,0.0,46.0,0.0,43.0,43.0,0.0,5517.0,'no'
55.0,0.0,92.0,0.0,36.0,-5.0,37.0,56.0,20.0,13380.0,'no'
55.0,2.0,84.0,0.0,54.0,0.0,30.0,30.0,0.0,8036.0,'no'
39.0,-6.0,91.0,0.0,6.0,21.0,52.0,86.0,34.0,1323.0,'no'
56.0,0.0,96.0,6.0,52.0,0.0,40.0,44.0,4.0,4863.0,'no'
37.0,0.0,77.0,0.0,26.0,0.0,40.0,51.0,10.0,8592.0,'no'
37.0,0.0,83.0,5.0,0.0,0.0,47.0,83.0,36.0,3184.0,'no'
79.0,5.0,83.0,1.0,-40.0,9.0,4.0,125.0,120.0,14398.0,'no'
37.0,0.0,83.0,-7.0,18.0,0.0,47.0,65.0,18.0,1833.0,'no'
37.0,0.0,79.0,0.0,34.0,-4.0,41.0,45.0,4.0,10573.0,'no'
41.0,0.0,80.0,-6.0,42.0,0.0,39.0,39.0,0.0,12406.0,'no'
55.0,0.0,79.0,0.0,54.0,-3.0,24.0,25.0,2.0,8953.0,'no'
55.0,0.0,78.0,0.0,16.0,-22.0,23.0,63.0,40.0,10152.0,'no'
51.0,0.0,83.0,1.0,52.0,5.0,31.0,31.0,0.0,7447.0,'no'
48.0,0.0,78.0,0.0,50.0,22.0,30.0,29.0,0.0,8671.0,'no'
44.0,1.0,81.0,0.0,44.0,13.0,37.0,37.0,0.0,3019.0,'no'
55.0,0.0,88.0,-1.0,54.0,0.0,34.0,34.0,0.0,5067.0,'no'
56.0,0.0,77.0,1.0,-6.0,0.0,21.0,85.0,64.0,3238.0,'no'
85.0,0.0,88.0,-1.0,0.0,0.0,3.0,88.0,84.0,12682.0,'no'
46.0,0.0,107.0,0.0,46.0,0.0,61.0,60.0,0.0,10838.0,'no'
44.0,-4.0,87.0,0.0,44.0,0.0,43.0,43.0,0.0,11364.0,'no'
56.0,0.0,97.0,1.0,50.0,-7.0,41.0,48.0,6.0,6351.0,'no'
37.0,0.0,95.0,0.0,12.0,-16.0,58.0,82.0,24.0,13719.0,'no'
43.0,-2.0,76.0,-1.0,42.0,-8.0,32.0,34.0,2.0,13295.0,'no'
37.0,0.0,76.0,-7.0,20.0,0.0,39.0,55.0,16.0,11078.0,'no'
41.0,0.0,79.0,-1.0,38.0,-16.0,38.0,40.0,2.0,6853.0,'no'
43.0,0.0,85.0,-1.0,42.0,-8.0,42.0,44.0,2.0,3912.0,'no'
45.0,0.0,86.0,7.0,44.0,-3.0,41.0,42.0,2.0,2286.0,'no'
49.0,0.0,77.0,0.0,50.0,25.0,28.0,28.0,0.0,10243.0,'no'
102.0,-1.0,103.0,0.0,72.0,23.0,1.0,31.0,30.0,12252.0,'no'
105.0,-4.0,107.0,-2.0,70.0,0.0,2.0,37.0,34.0,11088.0,'no'
46.0,-5.0,88.0,0.0,46.0,0.0,42.0,41.0,0.0,7121.0,'no'
45.0,-5.0,76.0,0.0,44.0,0.0,31.0,32.0,0.0,4252.0,'no'
38.0,1.0,90.0,0.0,6.0,-26.0,52.0,84.0,32.0,12617.0,'no'
55.0,0.0,79.0,0.0,8.0,-7.0,23.0,71.0,48.0,12128.0,'no'
84.0,-2.0,88.0,0.0,0.0,0.0,4.0,88.0,84.0,228.0,'no'
37.0,0.0,99.0,0.0,28.0,-11.0,61.0,70.0,8.0,2082.0,'no'
49.0,3.0,102.0,0.0,46.0,-13.0,53.0,55.0,2.0,11048.0,'no'
44.0,-2.0,86.0,0.0,44.0,0.0,43.0,42.0,0.0,11649.0,'no'
37.0,-2.0,76.0,0.0,36.0,-23.0,39.0,40.0,2.0,3253.0,'no'
37.0,-2.0,106.0,0.0,34.0,-8.0,68.0,72.0,4.0,10102.0,'no'
56.0,0.0,95.0,-3.0,56.0,7.0,40.0,39.0,0.0,7373.0,'no'
85.0,0.0,88.0,0.0,0.0,-23.0,3.0,88.0,86.0,6743.0,'no'
55.0,0.0,81.0,0.0,54.0,-1.0,26.0,27.0,0.0,1038.0,'no'
102.0,0.0,103.0,5.0,72.0,30.0,1.0,31.0,30.0,10218.0,'no'
41.0,2.0,86.0,0.0,38.0,0.0,45.0,47.0,2.0,14265.0,'no'
53.0,0.0,77.0,-5.0,54.0,12.0,25.0,23.0,0.0,1843.0,'no'
55.0,-1.0,91.0,-2.0,-4.0,1.0,35.0,96.0,60.0,6454.0,'no'
56.0,4.0,92.0,0.0,56.0,17.0,36.0,35.0,0.0,9306.0,'no'
37.0,-1.0,80.0,0.0,24.0,0.0,43.0,57.0,14.0,2846.0,'no'
55.0,0.0,81.0,0.0,-14.0,3.0,26.0,97.0,70.0,3363.0,'no'
37.0,0.0,81.0,0.0,8.0,-6.0,44.0,73.0,28.0,6773.0,'no'
53.0,0.0,87.0,-2.0,52.0,-4.0,34.0,35.0,2.0,7258.0,'no'
102.0,0.0,104.0,0.0,70.0,-10.0,1.0,34.0,32.0,845.0,'no'
56.0,0.0,97.0,0.0,46.0,3.0,41.0,50.0,10.0,7382.0,'no'
49.0,-5.0,85.0,0.0,50.0,0.0,36.0,36.0,0.0,7679.0,'no'
37.0,-110.0,106.0,0.0,34.0,-3.0,69.0,72.0,4.0,3930.0,'no'
37.0,0.0,104.0,0.0,16.0,-6.0,67.0,89.0,22.0,7793.0,'no'
55.0,0.0,77.0,0.0,8.0,7.0,22.0,70.0,48.0,4633.0,'no'
47.0,2.0,84.0,0.0,46.0,0.0,36.0,37.0,0.0,12441.0,'no'
43.0,0.0,88.0,-5.0,44.0,13.0,44.0,44.0,0.0,4770.0,'no'
43.0,0.0,88.0,-5.0,42.0,0.0,45.0,46.0,2.0,795.0,'no'
82.0,-2.0,86.0,0.0,-6.0,0.0,4.0,94.0,90.0,10157.0,'no'
37.0,-51.0,106.0,-1.0,30.0,0.0,69.0,75.0,6.0,4855.0,'no'
37.0,0.0,79.0,1.0,8.0,-4.0,42.0,71.0,28.0,3549.0,'no'
37.0,16.0,77.0,-5.0,-22.0,6.0,41.0,101.0,60.0,9718.0,'no'
50.0,0.0,87.0,-1.0,50.0,-2.0,37.0,38.0,0.0,6226.0,'no'
56.0,3.0,81.0,0.0,54.0,-13.0,25.0,26.0,2.0,1671.0,'no'
54.0,3.0,86.0,-3.0,54.0,0.0,32.0,32.0,0.0,3173.0,'no'
41.0,-5.0,97.0,0.0,42.0,0.0,56.0,56.0,0.0,5914.0,'no'
55.0,-3.0,78.0,1.0,44.0,0.0,23.0,34.0,12.0,12784.0,'no'
46.0,5.0,86.0,0.0,46.0,3.0,41.0,40.0,0.0,8610.0,'no'
47.0,3.0,85.0,4.0,46.0,0.0,38.0,39.0,0.0,2792.0,'no'
38.0,3.0,76.0,0.0,38.0,9.0,38.0,37.0,0.0,13372.0,'no'
55.0,0.0,92.0,0.0,-6.0,-14.0,36.0,99.0,64.0,587.0,'no'
83.0,0.0,86.0,0.0,-2.0,21.0,4.0,89.0,86.0,7878.0,'no'
39.0,2.0,85.0,-2.0,38.0,0.0,46.0,46.0,0.0,104.0,'no'
45.0,0.0,81.0,0.0,46.0,10.0,36.0,35.0,0.0,7018.0,'no'
55.0,0.0,92.0,-1.0,36.0,-8.0,37.0,56.0,20.0,9556.0,'no'
55.0,0.0,78.0,0.0,8.0,10.0,23.0,70.0,48.0,277.0,'no'
80.0,-4.0,84.0,0.0,-42.0,0.0,5.0,128.0,124.0,150.0,'no'
37.0,-1.0,80.0,-1.0,36.0,0.0,43.0,44.0,0.0,8301.0,'no'
53.0,0.0,81.0,0.0,54.0,28.0,28.0,27.0,0.0,11847.0,'no'
49.0,3.0,83.0,0.0,46.0,-3.0,34.0,37.0,2.0,6800.0,'no'
44.0,4.0,76.0,0.0,44.0,0.0,31.0,32.0,0.0,1133.0,'no'
48.0,0.0,86.0,0.0,46.0,-2.0,38.0,40.0,2.0,5051.0,'no'
76.0,0.0,81.0,-2.0,-40.0,16.0,5.0,122.0,118.0,11663.0,'no'
80.0,0.0,84.0,0.0,-24.0,14.0,4.0,110.0,106.0,881.0,'no'
