@RELATION 'Shuttle, without duplicates, v06'

@ATTRIBUTE 'att1' real
@ATTRIBUTE 'att2' real
@ATTRIBUTE 'att3' real
@ATTRIBUTE 'att4' real
@ATTRIBUTE 'att5' real
@ATTRIBUTE 'att6' real
@ATTRIBUTE 'att7' real
@ATTRIBUTE 'att8' real
@ATTRIBUTE 'att9' real
@ATTRIBUTE 'id' real
@ATTRIBUTE 'outlier' {'yes','no'}

@DATA
51.0,23.0,77.0,0.0,28.0,0.0,26.0,48.0,22.0,1362.0,'yes'
42.0,23.0,77.0,0.0,28.0,0.0,34.0,48.0,14.0,1808.0,'yes'
50.0,23.0,77.0,0.0,-22.0,0.0,27.0,101.0,74.0,2798.0,'yes'
42.0,22.0,77.0,0.0,28.0,0.0,35.0,48.0,14.0,4765.0,'yes'
49.0,31.0,77.0,0.0,-22.0,0.0,28.0,101.0,72.0,4801.0,'yes'
48.0,45.0,77.0,0.0,-22.0,0.0,29.0,101.0,72.0,5744.0,'yes'
50.0,22.0,77.0,0.0,28.0,0.0,26.0,48.0,22.0,7082.0,'yes'
42.0,23.0,77.0,0.0,28.0,0.0,35.0,48.0,14.0,7530.0,'yes'
57.0,92.0,80.0,0.0,34.0,0.0,23.0,46.0,24.0,8186.0,'yes'
44.0,27.0,77.0,0.0,28.0,0.0,33.0,48.0,16.0,9932.0,'yes'
49.0,22.0,79.0,0.0,42.0,0.0,30.0,37.0,8.0,10532.0,'yes'
64.0,78.0,82.0,0.0,-42.0,-6.0,18.0,126.0,108.0,10946.0,'yes'
47.0,22.0,79.0,0.0,42.0,0.0,31.0,37.0,6.0,14178.0,'yes'
56.0,2.0,97.0,5.0,52.0,0.0,40.0,45.0,4.0,3646.0,'no'
45.0,1.0,80.0,0.0,44.0,-2.0,35.0,36.0,2.0,1064.0,'no'
47.0,0.0,84.0,2.0,46.0,0.0,36.0,37.0,0.0,13502.0,'no'
55.0,0.0,77.0,0.0,-28.0,-6.0,21.0,105.0,84.0,9108.0,'no'
45.0,-4.0,83.0,0.0,44.0,-1.0,38.0,39.0,2.0,8970.0,'no'
55.0,0.0,92.0,0.0,-4.0,30.0,36.0,97.0,60.0,14261.0,'no'
41.0,3.0,79.0,0.0,42.0,9.0,38.0,38.0,0.0,3504.0,'no'
37.0,0.0,77.0,4.0,-12.0,-5.0,41.0,90.0,50.0,10007.0,'no'
46.0,3.0,77.0,0.0,46.0,1.0,31.0,31.0,0.0,7723.0,'no'
38.0,1.0,77.0,0.0,38.0,5.0,40.0,39.0,0.0,238.0,'no'
48.0,-4.0,106.0,0.0,46.0,0.0,58.0,60.0,2.0,12835.0,'no'
37.0,1.0,90.0,0.0,28.0,29.0,53.0,62.0,8.0,6424.0,'no'
47.0,-5.0,81.0,0.0,46.0,0.0,35.0,35.0,0.0,1620.0,'no'
48.0,0.0,83.0,3.0,46.0,0.0,35.0,37.0,2.0,8057.0,'no'
42.0,1.0,102.0,0.0,42.0,0.0,60.0,61.0,2.0,296.0,'no'
38.0,3.0,83.0,-1.0,38.0,-1.0,44.0,44.0,0.0,1306.0,'no'
49.0,1.0,106.0,0.0,50.0,28.0,58.0,57.0,0.0,1016.0,'no'
43.0,0.0,76.0,27.0,42.0,-9.0,33.0,35.0,2.0,5115.0,'no'
37.0,1.0,76.0,0.0,36.0,2.0,39.0,39.0,0.0,12907.0,'no'
37.0,0.0,79.0,0.0,0.0,0.0,42.0,79.0,36.0,6516.0,'no'
56.0,0.0,79.0,0.0,16.0,24.0,23.0,63.0,40.0,8851.0,'no'
46.0,0.0,77.0,0.0,46.0,11.0,32.0,31.0,0.0,10572.0,'no'
37.0,2.0,79.0,3.0,0.0,0.0,42.0,79.0,38.0,2407.0,'no'
53.0,-5.0,77.0,0.0,54.0,0.0,25.0,23.0,0.0,12658.0,'no'
56.0,0.0,86.0,0.0,54.0,-10.0,31.0,32.0,2.0,13382.0,'no'
43.0,-1.0,82.0,0.0,42.0,-6.0,39.0,41.0,2.0,11411.0,'no'
43.0,0.0,89.0,0.0,44.0,22.0,46.0,45.0,0.0,8704.0,'no'
55.0,0.0,77.0,0.0,-22.0,17.0,21.0,100.0,78.0,5061.0,'no'
37.0,0.0,80.0,-3.0,26.0,0.0,43.0,54.0,10.0,5019.0,'no'
37.0,0.0,78.0,0.0,8.0,2.0,41.0,70.0,30.0,5974.0,'no'
41.0,0.0,84.0,0.0,42.0,2.0,43.0,43.0,0.0,8489.0,'no'
39.0,5.0,79.0,-4.0,38.0,0.0,40.0,41.0,0.0,1536.0,'no'
48.0,4.0,81.0,-3.0,46.0,0.0,33.0,34.0,2.0,14286.0,'no'
56.0,0.0,77.0,0.0,-18.0,6.0,21.0,95.0,74.0,6945.0,'no'
45.0,-1.0,87.0,0.0,44.0,-18.0,42.0,43.0,2.0,1483.0,'no'
56.0,0.0,83.0,0.0,56.0,8.0,27.0,26.0,0.0,8679.0,'no'
44.0,-5.0,106.0,-3.0,44.0,3.0,62.0,62.0,0.0,10713.0,'no'
56.0,0.0,97.0,-1.0,50.0,-11.0,41.0,48.0,6.0,11812.0,'no'
45.0,0.0,81.0,1.0,46.0,15.0,36.0,35.0,0.0,10481.0,'no'
46.0,1.0,88.0,0.0,46.0,4.0,42.0,41.0,0.0,12683.0,'no'
37.0,0.0,97.0,0.0,34.0,-4.0,59.0,63.0,4.0,3136.0,'no'
46.0,0.0,78.0,-5.0,46.0,0.0,32.0,32.0,0.0,8373.0,'no'
45.0,-2.0,87.0,-2.0,44.0,0.0,43.0,43.0,0.0,6834.0,'no'
49.0,0.0,82.0,0.0,50.0,15.0,33.0,33.0,0.0,3394.0,'no'
36.0,-3.0,83.0,5.0,36.0,0.0,46.0,46.0,0.0,2802.0,'no'
53.0,2.0,86.0,0.0,54.0,29.0,33.0,32.0,0.0,831.0,'no'
37.0,0.0,80.0,0.0,6.0,-9.0,43.0,75.0,32.0,1989.0,'no'
37.0,0.0,93.0,0.0,28.0,-3.0,56.0,65.0,8.0,7681.0,'no'
45.0,1.0,83.0,-6.0,44.0,-9.0,38.0,39.0,2.0,6606.0,'no'
52.0,-1.0,82.0,0.0,52.0,0.0,30.0,30.0,0.0,473.0,'no'
37.0,0.0,77.0,0.0,38.0,23.0,39.0,38.0,0.0,1661.0,'no'
48.0,-1.0,86.0,0.0,46.0,-11.0,38.0,40.0,2.0,311.0,'no'
123.0,136.0,105.0,0.0,36.0,-1.0,-18.0,69.0,86.0,4435.0,'no'
42.0,-2.0,79.0,0.0,42.0,0.0,36.0,37.0,2.0,6875.0,'no'
56.0,1.0,80.0,5.0,-4.0,0.0,24.0,85.0,62.0,703.0,'no'
37.0,0.0,79.0,-3.0,0.0,0.0,42.0,79.0,36.0,11195.0,'no'
37.0,0.0,80.0,-1.0,36.0,-4.0,43.0,44.0,2.0,13756.0,'no'
56.0,0.0,77.0,0.0,-12.0,4.0,21.0,90.0,68.0,868.0,'no'
41.0,0.0,86.0,-5.0,38.0,-9.0,46.0,48.0,2.0,10619.0,'no'
55.0,0.0,77.0,0.0,-4.0,-12.0,21.0,82.0,60.0,4680.0,'no'
37.0,0.0,106.0,0.0,24.0,-16.0,69.0,83.0,14.0,13397.0,'no'
53.0,-4.0,78.0,0.0,54.0,8.0,25.0,24.0,0.0,5649.0,'no'
37.0,0.0,78.0,0.0,16.0,2.0,41.0,63.0,22.0,5007.0,'no'
39.0,0.0,110.0,0.0,38.0,0.0,71.0,71.0,0.0,12190.0,'no'
39.0,-1.0,79.0,-3.0,38.0,-5.0,41.0,41.0,0.0,8560.0,'no'
37.0,0.0,104.0,-5.0,28.0,0.0,67.0,75.0,8.0,757.0,'no'
44.0,0.0,83.0,0.0,42.0,-30.0,39.0,42.0,2.0,2076.0,'no'
37.0,0.0,83.0,0.0,6.0,6.0,46.0,78.0,32.0,12963.0,'no'
37.0,0.0,79.0,0.0,12.0,27.0,42.0,66.0,24.0,7536.0,'no'
38.0,-3.0,86.0,0.0,38.0,0.0,48.0,47.0,0.0,11187.0,'no'
40.0,-2.0,83.0,0.0,38.0,-1.0,42.0,44.0,2.0,10419.0,'no'
53.0,0.0,86.0,0.0,54.0,0.0,33.0,32.0,0.0,40.0,'no'
44.0,0.0,76.0,0.0,44.0,5.0,32.0,32.0,0.0,9970.0,'no'
80.0,0.0,84.0,0.0,-32.0,20.0,4.0,117.0,114.0,4042.0,'no'
37.0,0.0,96.0,-1.0,36.0,0.0,59.0,60.0,2.0,5867.0,'no'
80.0,0.0,84.0,-2.0,-36.0,0.0,4.0,120.0,116.0,6504.0,'no'
41.0,2.0,78.0,0.0,38.0,0.0,37.0,39.0,2.0,9745.0,'no'
39.0,-1.0,77.0,5.0,38.0,0.0,38.0,38.0,0.0,1030.0,'no'
49.0,0.0,82.0,0.0,50.0,9.0,33.0,33.0,0.0,4900.0,'no'
43.0,-3.0,76.0,0.0,42.0,-12.0,32.0,34.0,2.0,1060.0,'no'
37.0,0.0,106.0,-7.0,36.0,0.0,69.0,70.0,0.0,7177.0,'no'
55.0,0.0,83.0,2.0,-30.0,3.0,27.0,114.0,86.0,9905.0,'no'
37.0,0.0,93.0,0.0,12.0,26.0,56.0,81.0,24.0,2473.0,'no'
46.0,4.0,76.0,0.0,46.0,9.0,30.0,29.0,0.0,10804.0,'no'
49.0,-4.0,77.0,0.0,50.0,2.0,28.0,28.0,0.0,1145.0,'no'
51.0,0.0,87.0,0.0,50.0,-2.0,36.0,38.0,2.0,13168.0,'no'
37.0,0.0,96.0,0.0,30.0,2.0,59.0,65.0,6.0,9765.0,'no'
38.0,0.0,76.0,0.0,36.0,-29.0,38.0,40.0,2.0,12224.0,'no'
56.0,0.0,81.0,2.0,-2.0,0.0,25.0,83.0,58.0,936.0,'no'
41.0,0.0,83.0,0.0,38.0,-11.0,42.0,44.0,2.0,14254.0,'no'
83.0,0.0,86.0,-1.0,-6.0,-30.0,3.0,94.0,90.0,3585.0,'no'
56.0,0.0,95.0,0.0,52.0,6.0,40.0,44.0,4.0,6016.0,'no'
43.0,0.0,86.0,0.0,44.0,23.0,43.0,42.0,0.0,3620.0,'no'
49.0,0.0,88.0,4.0,50.0,20.0,39.0,39.0,0.0,6491.0,'no'
37.0,0.0,79.0,-4.0,10.0,0.0,42.0,69.0,26.0,12580.0,'no'
45.0,-2.0,79.0,0.0,46.0,25.0,34.0,33.0,0.0,8138.0,'no'
56.0,0.0,97.0,0.0,42.0,0.0,41.0,55.0,14.0,5613.0,'no'
37.0,0.0,106.0,-6.0,26.0,0.0,69.0,80.0,12.0,14408.0,'no'
55.0,0.0,87.0,-1.0,56.0,23.0,32.0,30.0,0.0,369.0,'no'
55.0,0.0,78.0,0.0,8.0,0.0,23.0,70.0,48.0,13620.0,'no'
44.0,-2.0,77.0,0.0,44.0,4.0,33.0,33.0,0.0,7853.0,'no'
56.0,0.0,80.0,0.0,56.0,11.0,24.0,23.0,0.0,4100.0,'no'
51.0,0.0,77.0,0.0,50.0,-22.0,26.0,28.0,2.0,1811.0,'no'
37.0,0.0,96.0,0.0,38.0,25.0,59.0,57.0,0.0,6842.0,'no'
43.0,-3.0,83.0,0.0,42.0,-16.0,40.0,42.0,2.0,1570.0,'no'
45.0,0.0,79.0,0.0,44.0,-8.0,34.0,35.0,2.0,3503.0,'no'
