@RELATION 'Shuttle, without duplicates, v04'

@ATTRIBUTE 'att1' real
@ATTRIBUTE 'att2' real
@ATTRIBUTE 'att3' real
@ATTRIBUTE 'att4' real
@ATTRIBUTE 'att5' real
@ATTRIBUTE 'att6' real
@ATTRIBUTE 'att7' real
@ATTRIBUTE 'att8' real
@ATTRIBUTE 'att9' real
@ATTRIBUTE 'id' real
@ATTRIBUTE 'outlier' {'yes','no'}

@DATA
51.0,23.0,77.0,0.0,28.0,0.0,26.0,48.0,22.0,1362.0,'yes'
42.0,23.0,77.0,0.0,28.0,0.0,34.0,48.0,14.0,1808.0,'yes'
50.0,23.0,77.0,0.0,-22.0,0.0,27.0,101.0,74.0,2798.0,'yes'
42.0,22.0,77.0,0.0,28.0,0.0,35.0,48.0,14.0,4765.0,'yes'
49.0,31.0,77.0,0.0,-22.0,0.0,28.0,101.0,72.0,4801.0,'yes'
48.0,45.0,77.0,0.0,-22.0,0.0,29.0,101.0,72.0,5744.0,'yes'
50.0,22.0,77.0,0.0,28.0,0.0,26.0,48.0,22.0,7082.0,'yes'
42.0,23.0,77.0,0.0,28.0,0.0,35.0,48.0,14.0,7530.0,'yes'
57.0,92.0,80.0,0.0,34.0,0.0,23.0,46.0,24.0,8186.0,'yes'
44.0,27.0,77.0,0.0,28.0,0.0,33.0,48.0,16.0,9932.0,'yes'
49.0,22.0,79.0,0.0,42.0,0.0,30.0,37.0,8.0,10532.0,'yes'
64.0,78.0,82.0,0.0,-42.0,-6.0,18.0,126.0,108.0,10946.0,'yes'
47.0,22.0,79.0,0.0,42.0,0.0,31.0,37.0,6.0,14178.0,'yes'
42.0,1.0,88.0,0.0,42.0,0.0,46.0,46.0,0.0,12419.0,'no'
56.0,0.0,90.0,0.0,54.0,-18.0,34.0,35.0,2.0,11731.0,'no'
45.0,0.0,89.0,1.0,44.0,0.0,44.0,45.0,0.0,7877.0,'no'
46.0,2.0,88.0,0.0,46.0,2.0,42.0,41.0,0.0,1312.0,'no'
43.0,-5.0,79.0,0.0,42.0,0.0,36.0,37.0,2.0,12383.0,'no'
56.0,0.0,97.0,4.0,52.0,25.0,41.0,45.0,4.0,6693.0,'no'
43.0,0.0,81.0,-3.0,44.0,19.0,37.0,37.0,0.0,12039.0,'no'
54.0,0.0,88.0,-7.0,54.0,0.0,35.0,34.0,0.0,2484.0,'no'
39.0,-1.0,76.0,0.0,38.0,0.0,36.0,37.0,0.0,8155.0,'no'
37.0,0.0,77.0,0.0,38.0,22.0,40.0,39.0,0.0,13689.0,'no'
40.0,1.0,88.0,0.0,38.0,0.0,47.0,49.0,2.0,1258.0,'no'
45.0,1.0,86.0,0.0,44.0,-4.0,41.0,42.0,2.0,7171.0,'no'
55.0,-1.0,91.0,0.0,54.0,-7.0,35.0,37.0,2.0,5702.0,'no'
44.0,-2.0,87.0,2.0,44.0,0.0,43.0,43.0,0.0,10775.0,'no'
41.0,0.0,83.0,0.0,38.0,-6.0,42.0,44.0,2.0,3148.0,'no'
56.0,0.0,82.0,6.0,-12.0,-3.0,26.0,95.0,68.0,3051.0,'no'
37.0,0.0,77.0,0.0,28.0,-17.0,40.0,48.0,8.0,7429.0,'no'
41.0,0.0,82.0,-1.0,38.0,0.0,41.0,43.0,2.0,9271.0,'no'
56.0,0.0,79.0,7.0,0.0,0.0,23.0,79.0,56.0,4262.0,'no'
55.0,-1.0,91.0,-2.0,-4.0,1.0,35.0,96.0,60.0,6454.0,'no'
49.0,2.0,86.0,0.0,50.0,23.0,38.0,37.0,0.0,2434.0,'no'
41.0,0.0,87.0,0.0,42.0,21.0,46.0,46.0,0.0,13169.0,'no'
55.0,0.0,95.0,-1.0,52.0,-18.0,40.0,44.0,4.0,3714.0,'no'
51.0,0.0,80.0,0.0,52.0,24.0,29.0,28.0,0.0,13599.0,'no'
42.0,-1.0,87.0,0.0,42.0,0.0,45.0,46.0,0.0,13906.0,'no'
66.0,0.0,109.0,0.0,64.0,-23.0,43.0,45.0,2.0,13194.0,'no'
56.0,0.0,78.0,0.0,10.0,-6.0,22.0,68.0,46.0,8775.0,'no'
81.0,-3.0,85.0,0.0,-40.0,4.0,4.0,126.0,122.0,8338.0,'no'
37.0,0.0,81.0,-3.0,36.0,-11.0,43.0,44.0,2.0,4549.0,'no'
56.0,0.0,78.0,0.0,12.0,-13.0,22.0,65.0,42.0,14109.0,'no'
37.0,0.0,94.0,0.0,10.0,-23.0,57.0,84.0,26.0,10241.0,'no'
37.0,0.0,77.0,0.0,8.0,5.0,40.0,69.0,28.0,2895.0,'no'
50.0,-3.0,86.0,0.0,50.0,0.0,37.0,37.0,0.0,10684.0,'no'
42.0,5.0,81.0,0.0,42.0,0.0,39.0,39.0,0.0,10809.0,'no'
56.0,0.0,107.0,0.0,54.0,-15.0,51.0,53.0,2.0,13049.0,'no'
86.0,3.0,89.0,0.0,2.0,0.0,3.0,86.0,84.0,3242.0,'no'
44.0,3.0,86.0,-3.0,44.0,0.0,42.0,42.0,0.0,5529.0,'no'
37.0,0.0,77.0,7.0,36.0,3.0,40.0,41.0,0.0,2061.0,'no'
43.0,0.0,77.0,-5.0,42.0,-4.0,34.0,35.0,2.0,10746.0,'no'
53.0,0.0,109.0,5.0,54.0,28.0,56.0,55.0,0.0,3075.0,'no'
52.0,-1.0,87.0,-6.0,52.0,0.0,35.0,35.0,0.0,8799.0,'no'
49.0,0.0,107.0,0.0,50.0,16.0,58.0,58.0,0.0,12689.0,'no'
46.0,5.0,88.0,0.0,46.0,14.0,42.0,41.0,0.0,11069.0,'no'
38.0,5.0,77.0,0.0,38.0,0.0,39.0,39.0,0.0,8562.0,'no'
41.0,0.0,83.0,0.0,42.0,6.0,42.0,42.0,0.0,8582.0,'no'
41.0,0.0,88.0,-2.0,38.0,-45.0,48.0,50.0,2.0,958.0,'no'
37.0,0.0,77.0,0.0,-4.0,-3.0,41.0,83.0,42.0,3373.0,'no'
55.0,0.0,95.0,-1.0,42.0,-15.0,40.0,54.0,14.0,11137.0,'no'
43.0,0.0,80.0,-1.0,44.0,10.0,37.0,36.0,0.0,1768.0,'no'
56.0,0.0,92.0,3.0,50.0,0.0,36.0,43.0,6.0,8860.0,'no'
41.0,3.0,83.0,0.0,42.0,4.0,41.0,41.0,0.0,2087.0,'no'
47.0,1.0,81.0,0.0,46.0,0.0,34.0,35.0,0.0,980.0,'no'
56.0,4.0,77.0,0.0,-24.0,0.0,21.0,103.0,82.0,13640.0,'no'
37.0,0.0,77.0,0.0,2.0,-19.0,40.0,74.0,34.0,11492.0,'no'
43.0,-3.0,78.0,0.0,42.0,0.0,35.0,37.0,2.0,4039.0,'no'
45.0,0.0,82.0,-30.0,44.0,0.0,37.0,38.0,0.0,5444.0,'no'
37.0,5.0,77.0,0.0,-22.0,27.0,40.0,101.0,60.0,12242.0,'no'
37.0,0.0,97.0,-7.0,28.0,0.0,60.0,69.0,8.0,5073.0,'no'
45.0,0.0,86.0,0.0,44.0,-9.0,41.0,42.0,2.0,7707.0,'no'
59.0,0.0,86.0,0.0,56.0,-22.0,28.0,30.0,2.0,4159.0,'no'
37.0,0.0,77.0,0.0,-4.0,21.0,41.0,83.0,42.0,9127.0,'no'
37.0,0.0,80.0,0.0,24.0,1.0,43.0,57.0,14.0,4183.0,'no'
56.0,0.0,79.0,0.0,16.0,29.0,23.0,63.0,40.0,8321.0,'no'
43.0,-4.0,84.0,0.0,42.0,-23.0,41.0,43.0,2.0,10293.0,'no'
55.0,0.0,77.0,0.0,-18.0,-4.0,21.0,95.0,74.0,13003.0,'no'
53.0,-2.0,82.0,0.0,54.0,0.0,29.0,28.0,0.0,2409.0,'no'
85.0,0.0,88.0,-2.0,2.0,-9.0,3.0,86.0,82.0,11485.0,'no'
37.0,0.0,76.0,0.0,18.0,-5.0,40.0,58.0,18.0,3096.0,'no'
45.0,-2.0,79.0,0.0,46.0,23.0,33.0,32.0,0.0,3600.0,'no'
44.0,5.0,86.0,0.0,44.0,19.0,42.0,42.0,0.0,8939.0,'no'
47.0,-5.0,88.0,0.0,46.0,0.0,41.0,41.0,0.0,6451.0,'no'
56.0,0.0,95.0,0.0,56.0,23.0,40.0,39.0,0.0,9313.0,'no'
41.0,3.0,77.0,0.0,38.0,0.0,37.0,39.0,2.0,10029.0,'no'
55.0,0.0,86.0,0.0,54.0,-10.0,30.0,32.0,2.0,10124.0,'no'
55.0,0.0,96.0,0.0,46.0,-8.0,41.0,50.0,8.0,877.0,'no'
49.0,2.0,78.0,0.0,50.0,18.0,29.0,29.0,0.0,1871.0,'no'
43.0,0.0,76.0,0.0,44.0,19.0,33.0,32.0,0.0,8602.0,'no'
41.0,0.0,77.0,6.0,42.0,14.0,36.0,35.0,0.0,9225.0,'no'
37.0,0.0,83.0,5.0,8.0,-6.0,47.0,75.0,28.0,5967.0,'no'
37.0,0.0,77.0,0.0,28.0,-18.0,40.0,48.0,8.0,9697.0,'no'
41.0,0.0,81.0,0.0,38.0,-4.0,40.0,42.0,2.0,3599.0,'no'
46.0,0.0,90.0,0.0,46.0,8.0,44.0,44.0,0.0,13930.0,'no'
45.0,2.0,87.0,0.0,44.0,-2.0,42.0,43.0,2.0,2936.0,'no'
44.0,1.0,83.0,0.0,44.0,12.0,39.0,39.0,0.0,6287.0,'no'
46.0,-1.0,88.0,2.0,46.0,0.0,41.0,41.0,0.0,9968.0,'no'
41.0,0.0,78.0,-5.0,38.0,0.0,37.0,39.0,2.0,12312.0,'no'
37.0,0.0,82.0,0.0,18.0,0.0,45.0,64.0,18.0,10367.0,'no'
55.0,0.0,77.0,0.0,16.0,14.0,22.0,62.0,40.0,12042.0,'no'
37.0,0.0,77.0,6.0,-12.0,0.0,41.0,90.0,50.0,12729.0,'no'
45.0,0.0,76.0,0.0,44.0,-18.0,30.0,32.0,2.0,4329.0,'no'
45.0,2.0,108.0,0.0,44.0,0.0,63.0,64.0,2.0,67.0,'no'
45.0,0.0,77.0,0.0,46.0,24.0,31.0,30.0,0.0,12385.0,'no'
104.0,-3.0,105.0,-2.0,70.0,-30.0,1.0,35.0,34.0,10670.0,'no'
58.0,0.0,84.0,0.0,56.0,-1.0,25.0,27.0,2.0,12911.0,'no'
43.0,-5.0,81.0,0.0,44.0,15.0,38.0,37.0,0.0,6887.0,'no'
49.0,0.0,83.0,-1.0,50.0,0.0,33.0,33.0,0.0,11096.0,'no'
41.0,0.0,76.0,0.0,38.0,-24.0,35.0,37.0,2.0,3453.0,'no'
37.0,0.0,100.0,0.0,34.0,16.0,64.0,67.0,4.0,13673.0,'no'
45.0,0.0,76.0,-1.0,44.0,-1.0,31.0,32.0,2.0,527.0,'no'
45.0,0.0,88.0,0.0,46.0,16.0,42.0,41.0,0.0,4868.0,'no'
55.0,0.0,97.0,0.0,52.0,26.0,41.0,45.0,4.0,10143.0,'no'
46.0,-3.0,90.0,0.0,46.0,6.0,44.0,44.0,0.0,9575.0,'no'
53.0,0.0,81.0,0.0,52.0,-20.0,28.0,30.0,2.0,6570.0,'no'
37.0,1.0,75.0,0.0,20.0,0.0,38.0,54.0,16.0,3780.0,'no'
37.0,3.0,77.0,0.0,34.0,-13.0,39.0,43.0,4.0,5660.0,'no'
44.0,0.0,86.0,0.0,42.0,-4.0,42.0,44.0,2.0,7837.0,'no'
